id,package_name,BLOB,LM,SAK,CC,IGS,MIM,NLMR,LIC
479,com.gelakinetic.mtgfam,0,0,0,0,0,0,0,0
480,com.gelakinetic.mtgfam,0,0,0,0,0,0,0,0
481,com.gelakinetic.mtgfam,0,0,0,0,0,0,0,0
484,nitezh.ministock,0,24,0,0,5,0,0,19
485,nitezh.ministock,0,29,0,2,10,0,3,24
489,com.app.missednotificationsreminder,0,0,0,0,0,0,0,0
490,us.bravender.android.dongsa,0,0,0,0,0,0,0,0
496,org.qii.weiciyuan,9,163,0,33,123,33,0,233
498,com.termux.api,0,18,0,0,0,0,1,11
501,eu.faircode.netguard,0,133,0,8,0,0,0,0
507,jackpal.androidterm,7,78,0,12,5,9,4,43
514,com.knirirr.beecount,0,24,0,1,0,0,7,19
515,com.knirirr.beecount,0,19,0,0,0,0,1,15
516,com.knirirr.beecount,0,24,0,0,0,0,6,20
520,com.farmerbb.taskbar,0,0,0,0,0,0,0,0
521,com.farmerbb.taskbar,0,39,0,1,0,0,7,0
522,org.jessies.dalvikexplorer,0,13,0,0,0,0,1,5
526,com.aselalee.trainschedule,1,18,0,2,0,5,4,26
527,com.aselalee.trainschedule,0,17,0,0,0,0,0,23
528,com.aselalee.trainschedule,0,22,0,2,0,4,3,28
531,com.ds.avare,17,239,0,25,6,19,17,190
533,giraffine.dimmer,0,24,0,0,0,0,0,20
534,giraffine.dimmer,1,29,0,4,2,0,0,25
536,dk.andsen.asqlitemanager,2,115,0,7,0,3,15,0
538,in.blogspot.anselmbros.torchie,0,11,0,0,0,0,0,0
539,in.blogspot.anselmbros.torchie,0,20,0,3,0,0,1,0
542,org.andglkmod.hunkypunk,3,35,0,10,10,2,3,52
545,org.wordpress.android,0,0,0,0,0,0,0,0
546,com.pilockerstable,0,9,0,0,2,0,2,33
548,com.yassirh.digitalocean,15,254,4,50,60,65,3,119
555,org.ametro,6,154,0,21,4,8,12,65
557,de.blinkt.openvpn,6,106,0,9,1,4,4,69
558,de.blinkt.openvpn,7,109,0,11,2,5,5,70
559,de.blinkt.openvpn,1,105,0,5,0,0,0,58
563,it.iiizio.epubator,0,0,0,0,0,0,0,0
564,org.openintents.shopping,2,79,0,6,10,7,11,65
571,com.jefftharris.passwdsafe,0,0,0,0,0,0,0,0
572,com.jefftharris.passwdsafe,0,0,0,0,0,0,0,0
578,com.ghostsq.commander.samba,6,205,0,23,41,5,0,9
579,com.nononsenseapps.notepad,26,307,0,101,130,36,1,167
580,com.nononsenseapps.notepad,31,316,2,106,136,41,6,175
581,com.nononsenseapps.notepad,0,0,0,0,0,0,0,0
582,com.harleensahni.android.mbr,0,0,0,0,0,0,0,2
585,be.ppareit.shutdown,0,23,0,1,0,0,0,20
589,com.morlunk.mumbleclient,0,0,0,0,0,0,0,0
590,com.morlunk.mumbleclient,0,0,0,0,0,0,0,0
591,com.morlunk.mumbleclient,0,0,0,0,0,0,0,0
593,org.transdroid.lite,0,0,0,0,0,0,0,0
594,org.transdroid.lite,0,0,0,0,0,0,0,0
595,org.transdroid.lite,0,0,0,0,0,0,0,0
599,org.montrealtransit.android.schedule.stmbus,0,1,0,0,0,0,0,0
603,com.doplgangr.secrecy,1,82,0,8,12,0,0,0
605,org.quantumbadger.redreader,0,0,0,0,0,0,0,0
608,org.totschnig.myexpenses,0,0,0,0,0,0,0,0
609,net.nurik.roman.muzei,4,127,0,21,3,18,0,89
612,com.soyblue.bluesound,0,0,0,0,0,0,0,0
625,org.tint,6,76,1,17,6,22,3,153
626,com.thibaudperso.sonycamera,0,2,0,0,0,0,0,42
628,com.thibaudperso.sonycamera,0,29,0,4,6,6,0,65
642,org.kde.necessitas.ministro,1,25,0,2,0,2,1,12
643,org.kde.necessitas.ministro,0,38,0,0,0,0,0,10
646,org.odk.collect.android,0,0,0,0,0,0,0,0
649,org.sagemath.droid,3,27,0,3,2,7,0,24
650,de.onyxbits.remotekeyboard,0,47,0,2,10,1,0,0
651,de.onyxbits.remotekeyboard,2,52,0,7,15,6,3,2
652,de.onyxbits.remotekeyboard,3,53,1,8,16,7,4,3
653,org.sipdroid.sipua,7,179,0,33,39,13,3,35
654,org.sipdroid.sipua,12,185,1,38,44,18,8,42
655,org.sipdroid.sipua,13,186,2,39,45,19,9,43
657,com.willhauck.linconnectclient,0,1,0,0,0,0,0,11
658,com.willhauck.linconnectclient,0,6,0,0,0,1,0,16
661,org.yuttadhammo.tipitaka,29,222,1,50,36,33,17,163
678,de.ub0r.android.smsdroid,16,167,0,43,19,23,3,77
681,org.traccar.client,0,2,0,0,0,0,2,11
682,dev.ukanth.ufirewall,12,195,2,32,22,20,11,154
684,dev.ukanth.ufirewall,0,0,0,0,0,0,0,0
689,uk.org.ngo.squeezer,6,81,0,11,28,29,1,115
692,de.jurihock.voicesmith,0,17,0,4,5,20,4,0
706,com.axelby.podax,0,139,0,13,35,8,0,96
708,com.axelby.podax,2,161,0,18,48,14,2,91
711,net.momodalo.app.vimtouch,5,58,0,13,12,6,4,29
715,com.gulshansingh.hackerlivewallpaper,0,5,0,0,0,0,0,0
721,com.jforce.chapelhillnextbus,13,138,0,38,40,18,0,137
724,com.googlecode.gtalksms,0,0,0,0,0,0,0,0
729,com.duckduckgo.mobile.android,0,0,0,0,0,0,0,0
730,com.duckduckgo.mobile.android,0,0,0,0,0,0,0,0
731,ru.meefik.busybox,0,12,0,0,0,0,2,6
734,com.totsp.crossword.shortyz,0,0,0,0,0,0,0,0
735,com.tmarki.comicmaker,2,45,0,5,0,3,0,38
739,me.bpear.archonpackager,4,65,0,12,1,11,1,14
750,com.vuze.android.remote,0,0,0,0,0,0,0,0
751,com.vuze.android.remote,0,0,0,0,0,0,0,0
752,com.ringdroid,2,42,0,6,0,12,2,48
753,com.ringdroid,0,29,0,0,0,0,0,37
754,com.ringdroid,2,39,0,3,1,0,1,42
757,com.mill,4,25,0,6,1,1,1,14
758,com.code61.deadpixel,0,0,0,0,0,0,0,10
762,com.hectorone.multismssender,0,8,0,0,0,0,4,10
771,com.gpl.rpg.AndorsTrail,10,110,0,23,11,4,16,128
780,com.frostwire.android,0,0,0,0,0,0,0,0
783,org.tasks,0,0,0,0,0,0,0,0
784,org.developfreedom.wordpowermadeeasy,0,1,0,0,0,0,0,1
789,com.google.android.apps.authenticator2,0,11,0,0,0,0,0,20
795,com.vrem.wifianalyzer,1,36,0,6,96,3,1,0
796,com.vrem.wifianalyzer,2,37,0,7,97,4,2,0
797,com.vrem.wifianalyzer,0,33,0,1,90,0,0,0
799,com.shatteredpixel.shatteredpixeldungeon,11,398,0,47,29,83,0,194
800,com.shatteredpixel.shatteredpixeldungeon,12,405,0,47,22,84,0,198
801,com.shatteredpixel.shatteredpixeldungeon,6,409,0,43,16,75,0,0
805,com.darshancomputing.BatteryIndicator,1,16,0,2,0,0,2,8
807,com.darshancomputing.BatteryIndicator,0,19,0,2,0,0,3,9
809,com.MarcosDiez.shareviahttp,0,6,0,0,0,0,0,4
811,com.MarcosDiez.shareviahttp,0,8,0,0,0,0,0,5
815,com.ghostsq.commander.sftp,1,117,0,9,10,7,0,5
832,com.owncloud.android,20,315,0,46,101,30,3,156
833,com.owncloud.android,26,327,0,52,106,35,8,161
834,com.owncloud.android,27,332,0,55,107,37,10,168
841,de.danoeh.antennapod,0,0,0,0,0,0,0,0
842,de.danoeh.antennapod,0,0,0,0,0,0,0,0
843,de.danoeh.antennapod,0,0,0,0,0,0,0,0
845,mazechazer.android.wottankquiz,0,1,0,0,0,0,0,3
846,com.github.wdkapps.fillup,7,100,0,11,50,3,8,24
852,damo.three.ie,12,247,7,82,106,31,5,37
856,teaonly.droideye,0,6,0,0,0,0,0,7
857,teaonly.droideye,4,45,0,7,6,8,0,13
863,com.achep.acdisplay,16,188,0,31,11,33,2,161
866,com.eleybourn.bookcatalogue,0,0,0,0,0,0,0,0
867,eu.mrogalski.saidit,0,11,0,0,0,0,0,0
872,com.angrydoughnuts.android.alarmclock,0,27,0,0,3,1,4,75
873,com.angrydoughnuts.android.alarmclock,0,21,0,0,0,0,0,69
886,com.xargsgrep.portknocker,16,105,0,37,22,27,4,68
888,com.nilhcem.hostseditor,20,175,1,49,37,28,5,102
890,com.jadn.cc,0,45,0,3,0,3,0,60
891,com.jadn.cc,0,56,0,8,0,8,2,66
900,org.jsl.wfwt,6,92,0,9,0,0,0,47
901,org.npr.android.news,12,401,0,73,51,96,0,70
907,com.brapeba.roaminginfo,0,0,0,0,0,0,2,2
912,com.gmail.jerickson314.sdscanner,0,4,0,0,0,0,0,2
916,com.olam,0,3,0,0,0,0,0,0
919,de.ub0r.android.smsdroid,0,0,0,0,0,0,0,0
922,org.ppsspp.ppsspp,0,9,0,2,0,5,1,14
924,com.catchingnow.tinyclipboardmanager,0,12,0,0,0,0,0,37
925,com.catchingnow.tinyclipboardmanager,1,22,0,3,0,0,0,45
926,com.catchingnow.tinyclipboardmanager,1,24,0,3,0,2,1,53
929,com.zaren,0,19,0,0,10,0,0,22
931,ru.gelin.android.weather.notification,0,30,0,0,42,4,2,11
933,ru.gelin.android.weather.notification,0,31,0,0,44,5,3,11
939,org.kost.nmap.android.networkmapper,0,9,0,0,0,0,0,6
945,org.wikipedia,0,0,0,0,0,0,0,0
946,org.wikipedia,0,0,0,0,0,0,0,0
947,org.wikipedia,0,0,0,0,0,0,0,0
957,trikita.slide,7,88,0,22,21,7,0,101
958,fr.simon.marquis.secretcodes,0,9,0,0,0,2,0,6
962,org.geometerplus.zlibrary.ui.android,11,413,2,80,40,82,22,308
963,org.geometerplus.zlibrary.ui.android,16,417,7,85,45,87,29,315
974,com.easytarget.micopi,0,15,0,1,0,0,1,4
975,com.easytarget.micopi,0,7,0,0,0,0,0,0
976,com.easytarget.micopi,0,12,0,0,0,0,0,5
979,com.googlecode.networklog,25,232,1,54,27,38,6,161
982,de.measite.contactmerger,0,0,0,0,0,0,0,0
985,com.simplemobiletools.calendar,9,132,0,29,82,48,0,0
991,com.simplemobiletools.musicplayer,2,10,0,3,10,1,1,0
1002,com.bri1.soundbored,0,0,0,0,0,0,0,0
1010,com.android.keepass,5,108,0,18,53,63,4,68
1011,com.android.keepass,6,109,0,19,54,64,5,70
1012,com.android.keepass,0,104,0,13,48,58,0,64
1013,com.dougkeen.bart,0,0,0,0,0,0,0,0
1014,com.dougkeen.bart,0,0,0,0,0,0,0,0
1022,ru.gelin.android.browser.open,0,0,0,0,0,0,0,0
1034,au.com.wallaceit.reddinator,19,301,1,55,14,33,12,193
1042,us.shandian.giga,2,67,0,14,18,5,1,63
1043,de.mangelow.network,0,0,0,0,0,0,0,0
1045,org.scummvm.scummvm,0,5,0,0,0,0,0,5
1046,ch.blinkenlights.battery,0,0,0,0,0,0,0,7
1051,org.tamanegi.atmosphere,0,4,0,0,0,0,0,3
1054,com.llamacorp.equate,6,39,0,8,79,0,0,25
1055,org.libreoffice.impressremote,0,2,0,3,4,1,5,0
1057,org.libreoffice.impressremote,0,0,0,0,0,0,0,0
1061,com.mattgmg.miracastwidget,0,0,0,0,0,0,0,0
1063,com.manor.currentwidget,1,45,0,11,8,3,3,17
1064,com.manor.currentwidget,0,50,0,5,3,0,0,11
1066,org.helllabs.android.xmp,1,44,0,6,0,6,4,53
1067,org.helllabs.android.xmp,3,43,0,7,0,2,5,0
1073,de.azapps.mirakelandroid,0,0,0,0,0,0,0,0
1074,org.kde.kdeconnect,0,0,0,0,0,0,0,0
1075,org.kde.kdeconnect,0,0,0,0,0,0,0,0
1076,org.kde.kdeconnect,0,0,0,0,0,0,0,0
1078,com.banasiak.coinflip,0,8,0,0,0,0,2,5
1079,com.banasiak.coinflip,1,9,0,0,0,0,3,6
1080,org.smssecure.smssecure,0,0,0,0,0,0,0,0
1082,org.smssecure.smssecure,0,0,0,0,0,0,0,0
1084,org.smssecure.smssecure,0,0,0,0,0,0,0,0
1086,org.smssecure.smssecure,0,0,0,0,0,0,0,0
1088,net.androgames.level,0,8,0,0,0,0,0,0
